# process with pid = 2743, launched at 2019-07-01 19:00:31.462380
# <j2> <train_ratio> <test_loss> <test_loss_err> <test_accuracy> <test_accuracy_err> <train_loss> <train_loss_err> <train_accuracy> <train_accuracy_err> <rest_loss> <rest_loss_err> <rest_accuracy> <rest_accuracy_err> <resampled_loss> <resampled_loss_err> <resampled_accuracy> <resampled_accuracy_err> <total_overlap> <total_overlap_err> <rest_overlap> <rest_overlap_err> <total_expr> <total_acc> 
0.500 0.00390 1.3629688438e-03 1.3964111221e-03 9.9996301980e-01 2.9235412793e-05 3.1150295399e-04 5.3953894302e-04 1.0000000000e+00 0.0000000000e+00 1.4071774692e-03 1.5839848882e-03 9.9996603898e-01 9.7463496288e-06 8.5132515596e-04 1.3944732010e-03 1.0000000000e+00 0.0000000000e+00 9.5697286436e-01 1.4447133075e-04 9.5026636597e-01 8.3500704403e-05 0.0000000000e+00 1.0000000000e+00
0.500 0.00410 3.1994711389e-04 1.2203836355e-04 9.9998150990e-01 0.0000000000e+00 1.4123506844e-05 2.4462631435e-05 1.0000000000e+00 0.0000000000e+00 5.1651527944e-04 2.0474810678e-04 9.9996758255e-01 9.8732776114e-06 3.1288365153e-04 5.1011442328e-04 9.9997745107e-01 3.9055894461e-05 9.5706756810e-01 2.8353623069e-05 9.5044981698e-01 1.3349509115e-04 0.0000000000e+00 1.0000000000e+00
0.500 0.00430 2.4644694349e-04 4.6146578492e-05 9.9998150990e-01 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 4.1799005371e-04 4.1894348226e-05 9.9997311233e-01 1.3578217006e-06 8.9270156332e-04 5.0768639038e-04 9.9993550052e-01 3.7238794452e-05 9.5707182943e-01 2.6662271492e-05 9.5041797971e-01 6.5178949708e-05 0.0000000000e+00 1.0000000000e+00
0.500 0.00450 4.0930108594e-04 2.4093767904e-04 9.9996764233e-01 2.4019342597e-05 0.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 4.4077682210e-04 7.6529227564e-05 9.9997380766e-01 9.5227592457e-07 2.3264692169e-04 3.5475610688e-04 9.9997945599e-01 3.5583260900e-05 9.5708231668e-01 2.0390228488e-05 9.5061856255e-01 1.7384148570e-04 0.0000000000e+00 1.0000000000e+00
0.500 0.00470 3.3285351674e-04 1.0554142114e-04 9.9997688738e-01 8.0064475323e-06 0.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 4.7408579820e-04 1.3723061948e-04 9.9997263529e-01 1.9665234886e-06 1.7626399199e-05 1.0099235930e-05 1.0000000000e+00 0.0000000000e+00 9.5708216039e-01 2.0878644613e-05 9.5025724422e-01 1.8566988922e-04 0.0000000000e+00 1.0000000000e+00
0.500 0.00490 2.7081101325e-04 1.6839045513e-04 9.9998150990e-01 1.3074474071e-05 1.3038516045e-08 2.2583372245e-08 1.0000000000e+00 0.0000000000e+00 3.7511291836e-04 2.6732420276e-05 9.9997457414e-01 9.6101407523e-08 2.0855776654e-05 1.0997553482e-05 1.0000000000e+00 0.0000000000e+00 9.5709743227e-01 9.1820464384e-07 9.5124480277e-01 6.1636506855e-05 0.0000000000e+00 1.0000000000e+00
0.500 0.00510 4.9168594705e-04 1.4356530447e-04 9.9996301980e-01 1.3074474071e-05 0.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 4.0871036752e-04 2.7027407822e-05 9.9997223864e-01 2.6740060164e-06 8.7160131397e-04 8.8173441245e-04 9.9994561671e-01 6.0122993082e-05 9.5705052402e-01 7.2071550740e-05 9.5054172752e-01 2.5068396474e-04 0.0000000000e+00 1.0000000000e+00
0.500 0.00530 2.9542467382e-03 4.0861208548e-03 9.9996764233e-01 3.7836994859e-05 1.4358818298e-03 2.4724572340e-03 1.0000000000e+00 0.0000000000e+00 3.0222140248e-03 4.3344230152e-03 9.9996409786e-01 8.1497402748e-06 2.7448073652e-03 4.0323462623e-03 9.9996511303e-01 3.4886966229e-05 9.5700563146e-01 8.2309395971e-05 9.4964964809e-01 1.3348167668e-04 7.0682261139e-03 1.0000000000e+00
0.500 0.00550 5.9016488376e-04 4.9001611815e-04 9.9998613243e-01 8.0064475324e-06 1.0311044753e-04 1.7859253391e-04 1.0000000000e+00 0.0000000000e+00 7.5057335277e-04 5.9557688351e-04 9.9997007021e-01 6.6974077902e-06 3.3919566977e-04 5.3474042187e-04 1.0000000000e+00 0.0000000000e+00 9.5705254874e-01 7.9514543036e-05 9.5002159687e-01 1.1770106780e-04 0.0000000000e+00 1.0000000000e+00
0.500 0.00570 5.0771444512e-04 2.1858590235e-04 9.9996764233e-01 1.5331179809e-05 0.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 4.1025808527e-04 2.5438514876e-05 9.9997408332e-01 1.2739043962e-07 4.0372139665e-05 1.9697098683e-05 1.0000000000e+00 0.0000000000e+00 9.5710094096e-01 1.5707941556e-05 9.5001034648e-01 1.9974153760e-04 0.0000000000e+00 1.0000000000e+00
